label,text
ham,Is avatar supposed to have subtoitles
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,U still going to the mall?
ham,"Thanks, I'll keep that in mind"
ham,Lol ok your forgiven :)
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham,Dare i ask... Any luck with sorting out the car?
ham,"Sorry, I'll call later"
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,"Nothing much, chillin at home. Any super bowl plan?"
ham,Wat r u doing?
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
ham,I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
ham,Gudnite....tc...practice going on
ham,Then anything special?
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
ham,Or Ì_ go buy wif him then i meet Ì_ later can?
ham,Go chase after her and run her over while she's crossing the street
ham,No problem baby. Is this is a good time to talk? I called and left a message.
ham,I'm on da bus going home...
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
ham,Unni thank you dear for the recharge..Rakhesh
ham,Do u noe how 2 send files between 2 computers?
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,Huh y lei...
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,Have you always been saying welp?
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
ham,Nvm it's ok...
ham,Ok lor then we go tog lor...
ham,K..k:)where are you?how did you performed?
ham,It vl bcum more difficult..
ham,You call times job today ok umma and ask them to speed up
ham,Printer is cool. I mean groovy. Wine is groovying
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
ham,Okie... Thanx...
ham,You call him now ok i said call him
ham,Kinda. First one gets in at twelve! Aah. Speak tomo
ham,You flippin your shit yet?
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
ham,Aiyar sorry lor forgot 2 tell u...
ham,Am also doing in cbe only. But have to pay.
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite...
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,Si si. I think ill go make those oreo truffles.
ham,Where's my boytoy? I miss you ... What happened?
ham,I don't think he has spatula hands!
ham,"Yo, any way we could pick something up tonight?"
ham,Am in gobi arts college
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
ham,If I was I wasn't paying attention
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,"Yeah why not, is the gang all ready"
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
ham,No. Did you multimedia message them or e-mail?
ham,I'm done oredi...
ham,Thanks for understanding. I've been trying to tell sura that.
ham,K..k..any special today?
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,Ok...
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,No de. But call me after some time. Ill tell you k
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,You still coming tonight?
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham,Headin towards busetop
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
ham,Just getting back home
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
ham,You unbelievable faglord
ham,Wat r u doing?
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
ham,Babe ? I lost you ... Will you try rebooting ?
ham,What Today-sunday..sunday is holiday..so no work..
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...
ham,Shall call now dear having food
ham,Wow v v impressed. Have funs shopping!
ham,Glad to see your reply.
ham,Lara said she can loan me  &lt;#&gt; .
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,"Not sure yet, still trying to get a hold of him"
ham,Would me smoking you out help us work through this difficult time
ham,I dont know oh. Hopefully this month.
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,Ha ha cool cool chikku chikku:-):-DB-)
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‰Û÷ll bring one anyway
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,"K, if u bored up just come to my home.."
ham,"\Are you comingdown later?\"""""
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
ham,Then what about further plan?
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
ham,"Ya tel, wats ur problem.."
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
ham,Ok..
ham,Good evening! How are you?
ham,What Today-sunday..sunday is holiday..so no work..
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
ham,I'm at home. Please call
ham,O shore are you takin the bus
ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
ham,Thankyou so much for the call. I appreciate your care.
ham,Home so we can always chat
ham,Cheers for the card ... Is it that time of year already?
ham,No objection. My bf not coming.
ham,I'm really not up to it still tonight babe
ham,I've told him that i've returned it. That should i re order it.
ham,Ok lor.
ham,I cant pick the phone right now. Pls send a message
ham,Whos this am in class:-)
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
ham,K.k:)advance happy pongal.
ham,Hey come online! Use msn... We are all there
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,R u saying i should re order the slippers cos i had to pay for returning it.
ham,Anything lor but toa payoh got place 2 walk meh...
ham,Lol no. Just trying to make your day a little more interesting
ham,"Don't worry, * is easy once have ingredients!"
ham,Wot u up 2 u weirdo?
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,Dun need to use dial up juz open da browser n surf...
ham,Total video converter free download type this in google search:)
ham,Then wat r u doing now? Busy wif work?
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!"
ham,Ok...
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,"If i let you do this, i want you in the house by 8am."
ham,I keep ten rs in my shelf:) buy two egg.
ham,I went to ur hon lab but no one is there.
ham,I am not having her number sir
ham,"I think I‰Û÷m waiting for the same bus! Inform me when you get there, if you ever get there."
ham,A guy who gets used but is too dumb to realize it.
ham,I donno its in your genes or something
ham,See you there! 
ham,Teach me apps da. When you come to college.
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
ham,We have to pick rayan macleran there.
ham,I will spoil you in bed as well :)
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
ham,True. Its easier with her here.
ham,Midnight at the earliest
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
ham,"Tick, tick, tick ... Babe"
ham,Ok how you dear. Did you call chechi
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,I come n pick Ì_ up... Come out immediately aft ur lesson...
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
ham,what are your new years plans?
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,I not free today i haf 2 pick my parents up tonite...
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,I said its okay. Sorry
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
spam,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
ham,Super da:)good replacement for murali
ham,"What part of \don't initiate\"" don't you understand"""
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,So u workin overtime nigpun?
ham,I want to see your pretty pussy...
ham,Ok then i will come to ur home after half an hour
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
ham,aathi..where are you dear..
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
ham,Where to get those?
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Sorry about that this is my mates phone and i didnt write it love Kate
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,Have a good evening! Ttyl
ham,Aiyo please Ì_ got time meh.
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam,U‰Ûªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,"Well, I was about to give up cos they all said no they didn‰Û÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,Well. You know what i mean. Texting
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
ham,Arun can u transfr me d amt
ham,Oh god. I'm gonna Google nearby cliffs now.
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,When are you guys leaving?
ham,* You gonna ring this weekend or wot?
ham,I am in your office na.
ham,His bday real is in april .
ham,Eh u send wrongly lar...
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
ham,I know you are serving. I mean what are you doing now.
ham,Finally the match heading towards draw as your prediction.
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,Ok. I only ask abt e movie. U wan ktv oso?
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
ham,Oh for fuck's sake she's in like tallahassee
ham,Howz pain?hope u r fine..
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
spam,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
ham,"Dear, will call Tmorrow.pls accomodate."
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,I know a few people I can hit up and fuck to the yes
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,S:)s.nervous  &lt;#&gt; :)
ham,Kallis wont bat in 2nd innings.
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
ham,"Yo my trip got postponed, you still stocked up?"
ham,Not from this campus. Are you in the library?
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
ham,Sen told that he is going to join his uncle finance in cbe
ham,Thats cool. Where should i cum? On you or in you? :)
ham,Got it. Seventeen pounds for seven hundred ml ‰ÛÒ hope ok.
ham,Didn't you get hep b immunisation in nigeria.
ham,That's y u haf 2 keep me busy...
ham,Saw Guys and Dolls last night with Patrick Swayze it was great
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,"Just sent again. Do you scream and moan in bed, princess?"
ham,I am on the way to tirupur.
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,And by when you're done I mean now
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
ham,Actually i'm waiting for 2 weeks when they start putting ad.
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham,Sent me de webadres for geting salary slip
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,In work now. Going have in few min.
ham,K then 2marrow are you coming to class.
ham,K still are you loving me.
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
ham,No shoot me. I'm in the docs waiting room. :/
ham,How are you doing. How's the queen. Are you going for the royal wedding
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,So how's the weather over there?
ham,I'm in chennai velachery:)
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
ham,Nope i'll come online now..
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,Really good:)dhanush rocks once again:)
ham,Discussed with your mother ah?
ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?
ham,Lmao. Take a pic and send it to me.
ham,Probably a couple hours tops
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
ham,I'm done. C Ì_ there.
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
ham,Where r we meeting?
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham,"Goodmorning,my grandfather expired..so am on leave today."
ham,Jus ans me lar. U'll noe later.
ham,Did you see that film:)
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,Ok. How many should i buy.
ham,Ok lor...
ham,Oh ok..
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,Yes. Rent is very expensive so its the way we save.
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
ham,I'm meeting Darren...
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,"Cool, want me to go to kappa or should I meet you outside mu"
spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
ham,No problem. We will be spending a lot of quality time together...
ham,Send me the new number
ham,I am not sure about night menu. . . I know only about noon menu
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
ham,Is xy going 4 e lunch?
ham,Company is very good.environment is terrific and food is really nice:)
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
ham,"Call me da, i am waiting for your call."
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
ham,It shall be fine. I have avalarr now. Will hollalater
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
ham,I had it already..sabarish asked me to go..
ham,Friends that u can stay on fb chat with
ham,That's the way you should stay oh.
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
ham,"Sorry,  in meeting I'll call you later"
ham,Yes i will be there. Glad you made it.
ham,"I'm in solihull, | do you want anything?"
ham,"Haha awesome, omw back now then"
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,If you ask her or she say any please message.
